r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.064094 -1.291677 -0.454390 0.019861 -0.000615 0.000004 -160.353424 0 1 0 0 0 0
3.040432 -1.192317 -0.425991 0.017713 -0.000593 0.000008 -163.382029 0 1 0 0 0 0
3.018592 -1.092958 -0.396162 0.015440 -0.000550 0.000010 -167.301427 0 1 0 0 0 0
2.994756 -0.993598 -0.365903 0.013163 -0.000481 0.000010 -171.868545 0 1 0 0 0 0
2.967201 -0.894238 -0.335458 0.010955 -0.000366 0.000006 -175.535023 0 1 0 0 0 0
2.944000 -0.794878 -0.302903 0.008782 -0.000255 0.000003 -178.071792 0 1 0 0 0 0
2.924659 -0.695518 -0.268557 0.006672 -0.000157 0.000001 -179.719407 0 1 0 0 0 0
2.908914 -0.596159 -0.232691 0.004661 -0.000078 0.000000 -180.683509 0 1 0 0 0 0
2.896582 -0.496799 -0.195563 0.002809 -0.000022 -0.000000 -181.126533 0 1 0 0 0 0
2.887417 -0.397439 -0.157446 0.001241 0.000006 -0.000000 -181.167239 0 1 0 0 0 0
2.881057 -0.298079 -0.118606 0.000238 0.000009 -0.000000 -180.892841 0 1 0 0 0 0
2.877219 -0.198720 -0.079282 0.000011 0.000003 -0.000000 -180.393358 0 1 0 0 0 0
2.875333 -0.099360 -0.039693 -0.000022 0.000000 0.000000 -179.972102 0 1 0 0 0 0
2.874797 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -179.831648 0 1 0 0 0 0
2.875391 0.099360 0.039691 0.000002 -0.000000 -0.000000 -179.983323 0 1 0 0 0 0
2.877030 0.198720 0.079292 -0.000063 -0.000002 -0.000000 -180.423467 0 1 0 0 0 0
2.879730 0.298079 0.118715 -0.000273 -0.000006 -0.000000 -181.142741 0 1 0 0 0 0
2.883802 0.397439 0.157841 -0.000831 -0.000017 -0.000000 -182.097256 0 1 0 0 0 0
2.889572 0.496799 0.196513 -0.001234 -0.000037 -0.000000 -183.171726 0 1 0 0 0 0
2.896918 0.596159 0.234622 -0.000515 -0.000060 -0.000001 -184.084016 0 1 0 0 0 0
2.906058 0.695518 0.272006 0.000608 -0.000083 -0.000001 -184.710020 0 1 0 0 0 0
2.916824 0.794878 0.308574 0.001909 -0.000104 -0.000003 -184.992262 0 1 0 0 0 0
2.929008 0.894238 0.344263 0.003313 -0.000125 -0.000004 -184.869346 0 1 0 0 0 0
2.942439 0.993598 0.379031 0.004766 -0.000146 -0.000006 -184.291171 0 1 0 0 0 0
2.956985 1.092958 0.412842 0.006231 -0.000169 -0.000009 -183.215846 0 1 0 0 0 0
2.972548 1.192317 0.445669 0.007681 -0.000195 -0.000011 -181.607551 0 1 0 0 0 0
2.989065 1.291677 0.477487 0.009099 -0.000227 -0.000015 -179.435129 0 1 0 0 0 0
3.006495 1.391037 0.508272 0.010475 -0.000263 -0.000019 -176.671024 0 1 0 0 0 0
3.024814 1.490397 0.538001 0.011802 -0.000307 -0.000023 -173.290313 0 1 0 0 0 0
3.044015 1.589756 0.566651 0.013081 -0.000357 -0.000028 -169.269580 0 1 0 0 0 0
3.064100 1.689116 0.594200 0.014315 -0.000414 -0.000033 -164.585410 0 1 0 0 0 0
3.085087 1.788476 0.620622 0.015510 -0.000479 -0.000038 -159.212304 0 1 0 0 0 0
3.107011 1.887836 0.645888 0.016677 -0.000552 -0.000044 -153.119972 0 1 0 0 0 0
3.129926 1.987196 0.669964 0.017824 -0.000632 -0.000049 -146.270135 0 1 0 0 0 0
3.153910 2.086555 0.692803 0.018958 -0.000721 -0.000056 -138.613105 0 1 0 0 0 0
3.179067 2.185915 0.714352 0.020082 -0.000818 -0.000062 -130.084473 0 1 0 0 0 0
3.205535 2.285275 0.734541 0.021191 -0.000928 -0.000069 -120.602468 0 1 0 0 0 0
3.233518 2.384635 0.753269 0.022267 -0.001055 -0.000078 -110.066564 0 1 0 0 0 0
3.263296 2.483994 0.770400 0.023208 -0.001247 -0.000090 -98.317436 0 1 0 0 0 0
