r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.082354 -1.291677 -0.449022 0.020547 -0.000727 0.000011 -155.919610 0 1 0 0 0 0
3.054938 -1.192317 -0.421955 0.018114 -0.000667 0.000012 -160.020700 0 1 0 0 0 0
3.029003 -1.092958 -0.393444 0.015683 -0.000599 0.000013 -164.713538 0 1 0 0 0 0
3.000460 -0.993598 -0.364513 0.013391 -0.000497 0.000010 -169.364245 0 1 0 0 0 0
2.974256 -0.894238 -0.333868 0.011187 -0.000380 0.000006 -172.723113 0 1 0 0 0 0
2.952197 -0.794878 -0.301223 0.009030 -0.000268 0.000003 -174.985890 0 1 0 0 0 0
2.933806 -0.695518 -0.266885 0.006928 -0.000168 0.000001 -176.387275 0 1 0 0 0 0
2.918838 -0.596159 -0.231111 0.004908 -0.000087 0.000000 -177.130171 0 1 0 0 0 0
2.907161 -0.496799 -0.194143 0.003022 -0.000030 -0.000000 -177.379463 0 1 0 0 0 0
2.898613 -0.397439 -0.156232 0.001392 0.000001 -0.000000 -177.262159 0 1 0 0 0 0
2.892893 -0.298079 -0.117638 0.000308 0.000007 -0.000000 -176.878087 0 1 0 0 0 0
2.889547 -0.198720 -0.078607 0.000004 0.000003 -0.000000 -176.328605 0 1 0 0 0 0
2.887859 -0.099360 -0.039349 -0.000030 0.000000 0.000000 -175.912124 0 1 0 0 0 0
2.887378 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -175.774931 0 1 0 0 0 0
2.887932 0.099360 0.039347 -0.000006 -0.000000 -0.000000 -175.924948 0 1 0 0 0 0
2.889471 0.198720 0.078611 -0.000095 -0.000002 -0.000000 -176.357096 0 1 0 0 0 0
2.892036 0.298079 0.117707 -0.000329 -0.000006 -0.000000 -177.062324 0 1 0 0 0 0
2.895885 0.397439 0.156526 -0.000862 -0.000017 -0.000000 -178.009401 0 1 0 0 0 0
2.901420 0.496799 0.194912 -0.001357 -0.000037 -0.000000 -179.096884 0 1 0 0 0 0
2.908510 0.596159 0.232755 -0.000691 -0.000061 -0.000001 -180.056860 0 1 0 0 0 0
2.917332 0.695518 0.269908 0.000491 -0.000083 -0.000001 -180.732566 0 1 0 0 0 0
2.927718 0.794878 0.306282 0.001861 -0.000103 -0.000003 -181.068407 0 1 0 0 0 0
2.939458 0.894238 0.341820 0.003334 -0.000122 -0.000004 -181.000774 0 1 0 0 0 0
2.952384 0.993598 0.376482 0.004850 -0.000141 -0.000006 -180.477231 0 1 0 0 0 0
2.966373 1.092958 0.410233 0.006372 -0.000162 -0.000008 -179.453345 0 1 0 0 0 0
2.981343 1.192317 0.443044 0.007877 -0.000186 -0.000011 -177.890395 0 1 0 0 0 0
2.997246 1.291677 0.474884 0.009348 -0.000215 -0.000015 -175.753778 0 1 0 0 0 0
3.014061 1.391037 0.505724 0.010778 -0.000249 -0.000019 -173.011733 0 1 0 0 0 0
3.031788 1.490397 0.535529 0.012161 -0.000290 -0.000023 -169.634301 0 1 0 0 0 0
3.050443 1.589756 0.564265 0.013494 -0.000337 -0.000028 -165.592379 0 1 0 0 0 0
3.070049 1.689116 0.591899 0.014777 -0.000393 -0.000033 -160.856751 0 1 0 0 0 0
3.090634 1.788476 0.618396 0.016013 -0.000455 -0.000038 -155.396866 0 1 0 0 0 0
3.112232 1.887836 0.643723 0.017207 -0.000526 -0.000044 -149.179113 0 1 0 0 0 0
3.134880 1.987196 0.667848 0.018364 -0.000605 -0.000049 -142.164368 0 1 0 0 0 0
3.158627 2.086555 0.690736 0.019493 -0.000692 -0.000055 -134.304747 0 1 0 0 0 0
3.183540 2.185915 0.712347 0.020596 -0.000789 -0.000062 -125.539611 0 1 0 0 0 0
3.210418 2.285275 0.732308 0.021530 -0.000934 -0.000071 -115.755226 0 1 0 0 0 0
3.242139 2.384635 0.749268 0.021693 -0.001300 -0.000093 -105.171592 0 1 0 0 0 0
3.275739 2.483994 0.764558 0.021698 -0.001735 -0.000121 -94.327340 0 1 0 0 0 0
