r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.064184 -1.291677 -0.454363 0.020011 -0.000637 0.000006 -161.143892 0 1 0 0 0 0
3.040405 -1.192317 -0.425998 0.017793 -0.000607 0.000009 -164.257019 0 1 0 0 0 0
3.017787 -1.092958 -0.396374 0.015494 -0.000559 0.000011 -168.277762 0 1 0 0 0 0
2.992621 -0.993598 -0.366426 0.013212 -0.000483 0.000010 -172.887885 0 1 0 0 0 0
2.964948 -0.894238 -0.335968 0.011006 -0.000368 0.000006 -176.501522 0 1 0 0 0 0
2.941714 -0.794878 -0.303374 0.008827 -0.000257 0.000003 -178.984912 0 1 0 0 0 0
2.922398 -0.695518 -0.268973 0.006704 -0.000158 0.000001 -180.579270 0 1 0 0 0 0
2.906722 -0.596159 -0.233042 0.004674 -0.000078 0.000000 -181.492296 0 1 0 0 0 0
2.894490 -0.496799 -0.195846 0.002797 -0.000022 -0.000000 -181.888675 0 1 0 0 0 0
2.885444 -0.397439 -0.157661 0.001203 0.000007 -0.000000 -181.888661 0 1 0 0 0 0
2.879201 -0.298079 -0.118759 0.000186 0.000010 -0.000000 -181.579387 0 1 0 0 0 0
2.875460 -0.198720 -0.079379 -0.000017 0.000003 -0.000000 -181.051597 0 1 0 0 0 0
2.873648 -0.099360 -0.039739 -0.000030 0.000000 0.000000 -180.609614 0 1 0 0 0 0
2.873135 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -180.462176 0 1 0 0 0 0
2.873706 0.099360 0.039738 -0.000005 -0.000000 -0.000000 -180.619851 0 1 0 0 0 0
2.875278 0.198720 0.079389 -0.000093 -0.000002 -0.000000 -181.078323 0 1 0 0 0 0
2.877877 0.298079 0.118868 -0.000344 -0.000006 -0.000000 -181.828009 0 1 0 0 0 0
2.881830 0.397439 0.158057 -0.000956 -0.000017 -0.000000 -182.825216 0 1 0 0 0 0
2.887451 0.496799 0.196802 -0.001346 -0.000038 -0.000000 -183.946232 0 1 0 0 0 0
2.894666 0.596159 0.234987 -0.000588 -0.000061 -0.000001 -184.896457 0 1 0 0 0 0
2.903703 0.695518 0.272448 0.000552 -0.000084 -0.000001 -185.565949 0 1 0 0 0 0
2.914386 0.794878 0.309090 0.001871 -0.000105 -0.000003 -185.892911 0 1 0 0 0 0
2.926509 0.894238 0.344851 0.003293 -0.000125 -0.000004 -185.814824 0 1 0 0 0 0
2.939901 0.993598 0.379685 0.004762 -0.000145 -0.000006 -185.280573 0 1 0 0 0 0
2.954430 1.092958 0.413556 0.006240 -0.000167 -0.000008 -184.247356 0 1 0 0 0 0
2.969999 1.192317 0.446435 0.007701 -0.000193 -0.000011 -182.678582 0 1 0 0 0 0
2.986548 1.291677 0.478293 0.009129 -0.000223 -0.000015 -180.542464 0 1 0 0 0 0
3.004037 1.391037 0.509104 0.010511 -0.000260 -0.000019 -177.810953 0 1 0 0 0 0
3.022447 1.490397 0.538844 0.011843 -0.000303 -0.000023 -174.458783 0 1 0 0 0 0
3.041772 1.589756 0.567487 0.013123 -0.000353 -0.000028 -170.462399 0 1 0 0 0 0
3.062015 1.689116 0.595009 0.014355 -0.000410 -0.000033 -165.798548 0 1 0 0 0 0
3.083192 1.788476 0.621385 0.015546 -0.000475 -0.000038 -160.442301 0 1 0 0 0 0
3.105332 1.887836 0.646587 0.016703 -0.000548 -0.000043 -154.364411 0 1 0 0 0 0
3.128483 1.987196 0.670582 0.017837 -0.000629 -0.000049 -147.528073 0 1 0 0 0 0
3.152713 2.086555 0.693330 0.018955 -0.000718 -0.000055 -139.885367 0 1 0 0 0 0
3.178119 2.185915 0.714779 0.020062 -0.000817 -0.000062 -131.373767 0 1 0 0 0 0
3.204842 2.285275 0.734859 0.021151 -0.000928 -0.000069 -121.913395 0 1 0 0 0 0
3.233103 2.384635 0.753462 0.022201 -0.001057 -0.000077 -111.403851 0 1 0 0 0 0
3.263292 2.483994 0.770402 0.023013 -0.001308 -0.000094 -99.682606 0 1 0 0 0 0
