r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.085554 -1.291677 -0.448091 0.020679 -0.000750 0.000012 -155.311081 0 1 0 0 0 0
3.057437 -1.192317 -0.421265 0.018184 -0.000682 0.000013 -159.588894 0 1 0 0 0 0
3.030941 -1.092958 -0.392941 0.015707 -0.000607 0.000014 -164.372410 0 1 0 0 0 0
3.001953 -0.993598 -0.364151 0.013406 -0.000500 0.000010 -168.933155 0 1 0 0 0 0
2.975979 -0.894238 -0.333482 0.011199 -0.000382 0.000006 -172.190752 0 1 0 0 0 0
2.954051 -0.794878 -0.300845 0.009050 -0.000270 0.000003 -174.376548 0 1 0 0 0 0
2.935715 -0.695518 -0.266538 0.006964 -0.000171 0.000002 -175.719255 0 1 0 0 0 0
2.920742 -0.596159 -0.230810 0.004962 -0.000090 0.000000 -176.415752 0 1 0 0 0 0
2.909021 -0.496799 -0.193895 0.003093 -0.000032 -0.000000 -176.626757 0 1 0 0 0 0
2.900428 -0.397439 -0.156036 0.001473 -0.000001 -0.000000 -176.478147 0 1 0 0 0 0
2.894712 -0.298079 -0.117490 0.000381 0.000006 -0.000000 -176.072299 0 1 0 0 0 0
2.891382 -0.198719 -0.078507 0.000031 0.000002 -0.000000 -175.519926 0 1 0 0 0 0
2.889670 -0.099360 -0.039300 -0.000024 0.000000 0.000000 -175.117253 0 1 0 0 0 0
2.889176 0.000000 0.000000 -0.000002 -0.000000 -0.000000 -174.985129 0 1 0 0 0 0
2.889745 0.099360 0.039298 -0.000002 -0.000000 -0.000000 -175.130622 0 1 0 0 0 0
2.891340 0.198720 0.078509 -0.000076 -0.000002 -0.000000 -175.548328 0 1 0 0 0 0
2.894007 0.298079 0.117547 -0.000279 -0.000006 -0.000000 -176.229072 0 1 0 0 0 0
2.897983 0.397439 0.156300 -0.000749 -0.000017 -0.000000 -177.144903 0 1 0 0 0 0
2.903687 0.496799 0.194608 -0.001255 -0.000037 -0.000000 -178.203219 0 1 0 0 0 0
2.910937 0.596159 0.232367 -0.000655 -0.000061 -0.000001 -179.157710 0 1 0 0 0 0
2.919865 0.695518 0.269440 0.000535 -0.000083 -0.000001 -179.826219 0 1 0 0 0 0
2.930319 0.794878 0.305738 0.001915 -0.000103 -0.000003 -180.159364 0 1 0 0 0 0
2.942088 0.894238 0.341209 0.003394 -0.000122 -0.000004 -180.095604 0 1 0 0 0 0
2.955006 0.993598 0.375814 0.004915 -0.000141 -0.000006 -179.583810 0 1 0 0 0 0
2.968954 1.092958 0.409520 0.006441 -0.000162 -0.000008 -178.580429 0 1 0 0 0 0
2.983851 1.192317 0.442299 0.007949 -0.000185 -0.000011 -177.047209 0 1 0 0 0 0
2.999653 1.291677 0.474122 0.009426 -0.000214 -0.000015 -174.949579 0 1 0 0 0 0
3.016345 1.391037 0.504958 0.010863 -0.000248 -0.000019 -172.255374 0 1 0 0 0 0
3.033931 1.490397 0.534773 0.012256 -0.000288 -0.000023 -168.933772 0 1 0 0 0 0
3.052431 1.589756 0.563531 0.013600 -0.000335 -0.000028 -164.954369 0 1 0 0 0 0
3.071874 1.689116 0.591196 0.014897 -0.000390 -0.000033 -160.286275 0 1 0 0 0 0
3.092295 1.788476 0.617732 0.016148 -0.000452 -0.000038 -154.897034 0 1 0 0 0 0
3.113731 1.887836 0.643103 0.017356 -0.000522 -0.000044 -148.751102 0 1 0 0 0 0
3.136222 1.987196 0.667276 0.018527 -0.000600 -0.000050 -141.807654 0 1 0 0 0 0
3.159814 2.086555 0.690217 0.019666 -0.000686 -0.000056 -134.017526 0 1 0 0 0 0
3.184572 2.185915 0.711885 0.020778 -0.000782 -0.000062 -125.318673 0 1 0 0 0 0
3.212276 2.285275 0.731462 0.021520 -0.000973 -0.000074 -115.592040 0 1 0 0 0 0
3.244626 2.384635 0.748120 0.021551 -0.001359 -0.000097 -105.276712 0 1 0 0 0 0
3.278528 2.483994 0.763258 0.021500 -0.001787 -0.000124 -94.738734 0 1 0 0 0 0
