r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.039772 -1.291677 -0.461690 0.020685 -0.000704 0.000007 -490.209348 0 1 0 0 0 0
3.016370 -1.192317 -0.432814 0.018198 -0.000647 0.000010 -493.311810 0 1 0 0 0 0
2.994550 -1.092958 -0.402549 0.015634 -0.000575 0.000012 -497.359569 0 1 0 0 0 0
2.968856 -0.993598 -0.372315 0.013162 -0.000483 0.000011 -501.987373 0 1 0 0 0 0
2.939216 -0.894238 -0.341876 0.010868 -0.000366 0.000007 -505.589811 0 1 0 0 0 0
2.914174 -0.794878 -0.309135 0.008669 -0.000256 0.000004 -508.079860 0 1 0 0 0 0
2.893290 -0.695518 -0.274412 0.006589 -0.000160 0.000001 -509.693733 0 1 0 0 0 0
2.876281 -0.596159 -0.238001 0.004652 -0.000082 0.000000 -510.627020 0 1 0 0 0 0
2.862928 -0.496799 -0.200188 0.002900 -0.000027 -0.000000 -511.033606 0 1 0 0 0 0
2.852961 -0.397439 -0.161272 0.001428 0.000002 -0.000000 -511.030414 0 1 0 0 0 0
2.845990 -0.298079 -0.121547 0.000446 0.000007 -0.000000 -510.712482 0 1 0 0 0 0
2.841608 -0.198720 -0.081281 0.000116 0.000002 -0.000000 -510.176338 0 1 0 0 0 0
2.839266 -0.099360 -0.040708 0.000006 0.000000 0.000000 -509.728328 0 1 0 0 0 0
2.838570 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -509.577530 0 1 0 0 0 0
2.839309 0.099360 0.040707 0.000019 -0.000000 -0.000000 -509.736727 0 1 0 0 0 0
2.841386 0.198720 0.081294 0.000012 -0.000002 -0.000000 -510.202268 0 1 0 0 0 0
2.844806 0.298079 0.121648 -0.000105 -0.000006 -0.000000 -510.963663 0 1 0 0 0 0
2.849889 0.397439 0.161619 -0.000544 -0.000019 -0.000000 -511.968214 0 1 0 0 0 0
2.856804 0.496799 0.201047 -0.000802 -0.000041 -0.000000 -513.097095 0 1 0 0 0 0
2.864978 0.596159 0.239882 0.000018 -0.000063 -0.000001 -514.062889 0 1 0 0 0 0
2.874780 0.695518 0.277957 0.001204 -0.000082 -0.000002 -514.743931 0 1 0 0 0 0
2.886111 0.794878 0.315176 0.002542 -0.000100 -0.000003 -515.088322 0 1 0 0 0 0
2.898785 0.894238 0.351479 0.003968 -0.000117 -0.000005 -515.038504 0 1 0 0 0 0
2.912644 0.993598 0.386825 0.005434 -0.000134 -0.000007 -514.546617 0 1 0 0 0 0
2.927567 1.092958 0.421181 0.006910 -0.000154 -0.000009 -513.571845 0 1 0 0 0 0
2.943465 1.192317 0.454520 0.008373 -0.000178 -0.000013 -512.078571 0 1 0 0 0 0
2.960280 1.291677 0.486818 0.009809 -0.000207 -0.000016 -510.035121 0 1 0 0 0 0
2.977979 1.391037 0.518053 0.011209 -0.000242 -0.000020 -507.412808 0 1 0 0 0 0
2.996548 1.490397 0.548199 0.012570 -0.000284 -0.000025 -504.185080 0 1 0 0 0 0
3.015986 1.589756 0.577232 0.013889 -0.000333 -0.000030 -500.326590 0 1 0 0 0 0
3.036310 1.689116 0.605126 0.015172 -0.000390 -0.000035 -495.811988 0 1 0 0 0 0
3.057551 1.788476 0.631850 0.016422 -0.000455 -0.000040 -490.614212 0 1 0 0 0 0
3.079765 1.887836 0.657367 0.017647 -0.000527 -0.000046 -484.702178 0 1 0 0 0 0
3.103030 1.987196 0.681628 0.018854 -0.000607 -0.000052 -478.037925 0 1 0 0 0 0
3.127453 2.086555 0.704574 0.020046 -0.000695 -0.000058 -470.573419 0 1 0 0 0 0
3.153166 2.185915 0.726137 0.021225 -0.000792 -0.000065 -462.247331 0 1 0 0 0 0
3.180323 2.285275 0.746234 0.022381 -0.000899 -0.000072 -452.982150 0 1 0 0 0 0
3.209122 2.384635 0.764765 0.023498 -0.001021 -0.000080 -442.681317 0 1 0 0 0 0
3.240171 2.483994 0.781436 0.024406 -0.001243 -0.000095 -431.182823 0 1 0 0 0 0
