r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.181407 -15.667920 -0.296539 0.747279 -0.120952 0.007544 -1292.108093 0 1 0 0 0 0
5.163878 -14.462695 -0.275590 0.709845 -0.111999 0.007623 -1292.036472 0 1 0 0 0 0
5.150676 -13.257471 -0.253920 0.715030 -0.109509 0.010022 -1292.094532 0 1 0 0 0 0
5.136296 -12.052246 -0.232131 0.687130 -0.101093 0.010976 -1292.291882 0 1 0 0 0 0
5.121130 -10.847022 -0.210157 0.628184 -0.091411 0.011172 -1292.153215 0 1 0 0 0 0
5.108475 -9.641797 -0.187733 0.574166 -0.082448 0.011416 -1291.602898 0 1 0 0 0 0
5.098082 -8.436572 -0.164937 0.512123 -0.070108 0.010524 -1290.731249 0 1 0 0 0 0
5.089179 -7.231348 -0.141870 0.395371 -0.047119 0.007094 -1289.711383 0 1 0 0 0 0
5.081859 -6.026123 -0.118565 0.270520 -0.022661 0.003512 -1288.749071 0 1 0 0 0 0
5.076107 -4.820899 -0.095067 0.204311 -0.010078 0.001925 -1287.861807 0 1 0 0 0 0
5.071742 -3.615667 -0.071423 0.181099 -0.005551 0.001492 -1287.077332 0 1 0 0 0 0
5.068721 -2.411356 -0.047690 0.175609 -0.003324 0.001415 -1286.461961 0 1 0 0 0 0
5.066724 -1.205211 -0.023855 0.121518 -0.001083 0.000669 -1286.067751 0 1 0 0 0 0
5.065806 0.000031 0.000001 0.003560 0.000001 0.000000 -1285.934163 0 1 0 0 0 0
5.066624 1.204975 0.023851 0.063853 0.000909 0.000124 -1286.048068 0 1 0 0 0 0
5.069080 2.410477 0.047666 0.072900 0.001041 -0.000009 -1286.372284 0 1 0 0 0 0
5.072970 3.615673 0.071389 0.046819 -0.001362 -0.000225 -1286.931493 0 1 0 0 0 0
5.077708 4.820898 0.095007 0.037001 -0.005942 -0.000344 -1287.751327 0 1 0 0 0 0
5.082820 6.026123 0.118521 0.052489 -0.013312 -0.000634 -1288.778252 0 1 0 0 0 0
5.088249 7.231348 0.141921 0.069229 -0.022925 -0.001018 -1289.885727 0 1 0 0 0 0
5.094013 8.436572 0.165200 0.088918 -0.029255 -0.001469 -1290.954047 0 1 0 0 0 0
5.099606 9.641797 0.188387 0.183698 -0.014780 -0.000469 -1291.944330 0 1 0 0 0 0
5.105145 10.847022 0.211475 0.394762 0.037419 0.007869 -1292.950275 0 1 0 0 0 0
5.112747 12.052246 0.234274 0.598392 0.097362 0.021095 -1293.998278 0 1 0 0 0 0
5.123072 13.257471 0.256664 0.777411 0.152987 0.034749 -1294.910098 0 1 0 0 0 0
5.135232 14.462695 0.278673 0.961623 0.208530 0.047785 -1295.580538 0 1 0 0 0 0
5.148683 15.667920 0.300320 1.152840 0.267164 0.061653 -1296.012039 0 1 0 0 0 0
5.163991 16.873145 0.321507 1.293619 0.306485 0.073242 -1296.149365 0 1 0 0 0 0
5.179304 18.078369 0.342438 1.367548 0.316527 0.075320 -1295.881891 0 1 0 0 0 0
5.193529 19.283594 0.363269 1.365987 0.290198 0.061408 -1295.494771 0 1 0 0 0 0
5.208942 20.488819 0.383692 1.408016 0.281084 0.050901 -1295.067705 0 1 0 0 0 0
5.225540 21.694043 0.403686 1.570469 0.314907 0.050262 -1294.583368 0 1 0 0 0 0
5.242665 22.899268 0.423334 1.797019 0.369500 0.052793 -1294.091932 0 1 0 0 0 0
5.260553 24.104492 0.442589 2.027580 0.426647 0.055713 -1293.603747 0 1 0 0 0 0
5.280607 25.309717 0.461195 2.191866 0.475667 0.064374 -1292.979407 0 1 0 0 0 0
5.299304 26.514942 0.479754 2.324619 0.520828 0.071940 -1292.125440 0 1 0 0 0 0
5.317683 27.720166 0.498100 2.476617 0.577920 0.081419 -1291.231788 0 1 0 0 0 0
5.336483 28.925391 0.516101 2.631824 0.637338 0.091006 -1290.337164 0 1 0 0 0 0
5.355728 30.130616 0.533748 2.771148 0.695358 0.106232 -1289.404145 0 1 0 0 0 0
