r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.205863 -15.667920 -0.293759 0.698496 -0.099911 0.003203 -1264.159061 0 1 0 0 0 0
5.188055 -14.462695 -0.273027 0.653755 -0.091178 0.003879 -1264.381123 0 1 0 0 0 0
5.173541 -13.257471 -0.251681 0.640823 -0.088674 0.006179 -1264.629162 0 1 0 0 0 0
5.159295 -12.052246 -0.230066 0.612303 -0.082359 0.007444 -1264.932974 0 1 0 0 0 0
5.144339 -10.847022 -0.208265 0.543407 -0.069978 0.006996 -1265.025690 0 1 0 0 0 0
5.131093 -9.641797 -0.186082 0.464605 -0.056160 0.006045 -1264.770501 0 1 0 0 0 0
5.120070 -8.436572 -0.163523 0.378280 -0.040150 0.004466 -1264.244847 0 1 0 0 0 0
5.111111 -7.231348 -0.140655 0.290979 -0.023941 0.002703 -1263.591104 0 1 0 0 0 0
5.103957 -6.026123 -0.117541 0.217242 -0.011846 0.001414 -1262.897227 0 1 0 0 0 0
5.098394 -4.820898 -0.094238 0.157309 -0.004982 0.000666 -1262.229254 0 1 0 0 0 0
5.094210 -3.615674 -0.070795 0.103689 -0.001858 0.000261 -1261.657660 0 1 0 0 0 0
5.091246 -2.410449 -0.047251 0.053190 -0.000550 0.000062 -1261.239215 0 1 0 0 0 0
5.089428 -1.205225 -0.023643 0.013397 -0.000060 0.000003 -1260.984507 0 1 0 0 0 0
5.088801 -0.000000 -0.000000 -0.000018 -0.000003 0.000000 -1260.900939 0 1 0 0 0 0
5.089467 1.205225 0.023642 0.005437 -0.000032 -0.000002 -1260.973252 0 1 0 0 0 0
5.091491 2.410449 0.047247 0.008506 -0.000402 -0.000030 -1261.170280 0 1 0 0 0 0
5.094770 3.615674 0.070779 0.004556 -0.001394 -0.000064 -1261.489830 0 1 0 0 0 0
5.098985 4.820898 0.094216 0.003764 -0.002744 -0.000061 -1261.942202 0 1 0 0 0 0
5.103827 6.026123 0.117547 0.019378 -0.003762 -0.000065 -1262.536354 0 1 0 0 0 0
5.109178 7.231348 0.140761 0.059349 -0.003375 -0.000119 -1263.250709 0 1 0 0 0 0
5.115088 8.436572 0.163842 0.126909 0.000804 0.000106 -1264.028282 0 1 0 0 0 0
5.121582 9.641797 0.186773 0.230985 0.014217 0.001767 -1264.834477 0 1 0 0 0 0
5.128773 10.847022 0.209531 0.375909 0.042097 0.006646 -1265.653356 0 1 0 0 0 0
5.137102 12.052246 0.232058 0.545340 0.083159 0.015471 -1266.470427 0 1 0 0 0 0
5.147075 13.257471 0.254276 0.718784 0.131740 0.027389 -1267.206497 0 1 0 0 0 0
5.158772 14.462695 0.276135 0.888415 0.182518 0.040706 -1267.747524 0 1 0 0 0 0
5.171887 15.667920 0.297631 1.051455 0.231270 0.053595 -1268.032265 0 1 0 0 0 0
5.186057 16.873145 0.318777 1.182947 0.266713 0.062391 -1268.053321 0 1 0 0 0 0
5.200718 18.078369 0.339624 1.258601 0.276440 0.062281 -1267.864879 0 1 0 0 0 0
5.215958 19.283594 0.360151 1.319350 0.276570 0.057582 -1267.540841 0 1 0 0 0 0
5.232061 20.488819 0.380309 1.399574 0.283247 0.053481 -1267.102444 0 1 0 0 0 0
5.248949 21.694043 0.400093 1.528321 0.307471 0.052925 -1266.558680 0 1 0 0 0 0
5.266302 22.899268 0.419542 1.697376 0.344916 0.054253 -1265.938873 0 1 0 0 0 0
5.284000 24.104492 0.438670 1.871896 0.383634 0.054648 -1265.269270 0 1 0 0 0 0
5.301996 25.309717 0.457482 2.041257 0.421784 0.054198 -1264.570085 0 1 0 0 0 0
5.320293 26.514943 0.475976 2.202215 0.463234 0.055134 -1263.854837 0 1 0 0 0 0
5.338996 27.720166 0.494131 2.332953 0.504899 0.059309 -1263.061963 0 1 0 0 0 0
5.357525 28.925391 0.512054 2.439873 0.540606 0.062762 -1262.211308 0 1 0 0 0 0
5.375409 30.130616 0.529847 2.488987 0.560033 0.067644 -1261.403180 0 1 0 0 0 0
