r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.214418 -15.667920 -0.292796 0.610735 -0.052556 -0.009662 -1252.237172 0 1 0 0 0 0
5.197619 -14.462695 -0.272023 0.577052 -0.053815 -0.006282 -1252.631566 0 1 0 0 0 0
5.183366 -13.257471 -0.250728 0.565008 -0.054138 -0.003141 -1253.439407 0 1 0 0 0 0
5.168506 -12.052246 -0.229247 0.550539 -0.052842 -0.000963 -1254.484524 0 1 0 0 0 0
5.152997 -10.847022 -0.207566 0.518887 -0.053150 0.000653 -1254.740869 0 1 0 0 0 0
5.141772 -9.641799 -0.185310 0.369584 -0.032247 -0.000216 -1254.303077 0 1 0 0 0 0
5.131734 -8.436572 -0.162781 0.180958 0.004235 -0.002068 -1254.502649 0 1 0 0 0 0
5.121848 -7.231348 -0.140066 0.071708 0.021754 -0.002281 -1254.570566 0 1 0 0 0 0
5.114343 -6.026123 -0.117064 0.015022 0.024513 -0.001815 -1254.103386 0 1 0 0 0 0
5.109172 -4.820898 -0.093841 -0.016550 0.020614 -0.001252 -1253.252943 0 1 0 0 0 0
5.106060 -3.615674 -0.070467 -0.031350 0.012005 -0.000584 -1252.192088 0 1 0 0 0 0
5.104584 -2.409987 -0.046996 -0.083822 0.005139 0.000121 -1251.102001 0 1 0 0 0 0
5.106730 -1.179579 -0.022983 -0.377147 0.006998 0.005400 -1250.527411 0 1 0 0 0 0
5.107027 0.060684 0.001182 0.438739 0.007528 0.003982 -1250.366226 0 1 0 0 0 0
5.105902 1.205664 0.023499 0.359794 0.001697 0.001280 -1250.484798 0 1 0 0 0 0
5.105075 2.412889 0.047043 0.193609 -0.004104 -0.000312 -1251.092002 0 1 0 0 0 0
5.107231 3.615674 0.070434 0.075149 -0.008697 -0.000337 -1252.000017 0 1 0 0 0 0
5.111121 4.820898 0.093769 0.000115 -0.017123 0.000224 -1253.049382 0 1 0 0 0 0
5.116317 6.026123 0.116974 -0.042129 -0.025811 0.000743 -1254.009076 0 1 0 0 0 0
5.123341 7.231348 0.139984 -0.090426 -0.032397 0.001523 -1254.683059 0 1 0 0 0 0
5.131055 8.436572 0.162824 -0.108559 -0.033378 0.003211 -1254.929103 0 1 0 0 0 0
5.137535 9.641797 0.185615 -0.085660 -0.028018 0.004928 -1255.074616 0 1 0 0 0 0
5.144964 10.847022 0.208215 -0.059895 -0.027854 0.005151 -1255.370329 0 1 0 0 0 0
5.155350 12.052246 0.230418 0.007361 -0.033367 0.004342 -1255.291165 0 1 0 0 0 0
5.161332 13.257471 0.252873 0.220677 0.000588 0.009022 -1254.737533 0 1 0 0 0 0
5.165801 14.462695 0.275384 0.477090 0.051265 0.013491 -1254.454532 0 1 0 0 0 0
5.176634 15.667920 0.297086 0.521676 0.054986 0.012115 -1253.767473 0 1 0 0 0 0
5.188691 16.873145 0.318453 0.530591 0.051415 0.010027 -1253.146092 0 1 0 0 0 0
5.202413 18.078369 0.339402 0.552986 0.045834 0.008548 -1252.396526 0 1 0 0 0 0
5.217829 19.283594 0.359893 0.573723 0.034688 0.007547 -1250.806057 0 1 0 0 0 0
5.234383 20.488819 0.379972 0.566181 0.014838 0.004040 -1248.476894 0 1 0 0 0 0
5.251420 21.694043 0.399717 0.515561 -0.015312 -0.000927 -1246.033000 0 1 0 0 0 0
5.267821 22.899268 0.419300 0.479364 -0.049387 -0.008092 -1243.769127 0 1 0 0 0 0
5.285369 24.104492 0.438443 0.456004 -0.080274 -0.013007 -1241.325427 0 1 0 0 0 0
5.304621 25.309717 0.457029 0.423225 -0.111524 -0.014757 -1238.584945 0 1 0 0 0 0
5.324654 26.514942 0.475196 0.376792 -0.145463 -0.013010 -1235.498098 0 1 0 0 0 0
5.343774 27.720166 0.493248 0.366874 -0.173472 -0.014144 -1232.213068 0 1 0 0 0 0
5.362866 28.925391 0.511035 0.380193 -0.197051 -0.016856 -1228.596927 0 1 0 0 0 0
5.382621 30.130616 0.528428 0.399087 -0.219299 -0.019506 -1224.571148 0 1 0 0 0 0
