r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.213445 -15.667920 -0.292905 0.612545 -0.052152 -0.009973 -1256.496244 0 1 0 0 0 0
5.196833 -14.462695 -0.272105 0.586115 -0.054529 -0.006584 -1256.833550 0 1 0 0 0 0
5.182749 -13.257471 -0.250787 0.574038 -0.055155 -0.003337 -1257.550984 0 1 0 0 0 0
5.167798 -12.052246 -0.229310 0.553464 -0.053963 -0.000627 -1258.583433 0 1 0 0 0 0
5.152171 -10.847022 -0.207633 0.521770 -0.054318 0.000967 -1258.844494 0 1 0 0 0 0
5.139873 -9.641799 -0.185446 0.441906 -0.046453 0.001523 -1258.284595 0 1 0 0 0 0
5.131105 -8.436572 -0.162821 0.193750 -0.000558 -0.001603 -1258.232319 0 1 0 0 0 0
5.121287 -7.231348 -0.140096 0.071026 0.021803 -0.002285 -1258.297418 0 1 0 0 0 0
5.113790 -6.026123 -0.117089 0.013582 0.024834 -0.001847 -1257.857867 0 1 0 0 0 0
5.108641 -4.820898 -0.093860 -0.018039 0.020894 -0.001279 -1257.025761 0 1 0 0 0 0
5.105545 -3.615674 -0.070481 -0.032845 0.012170 -0.000598 -1255.979413 0 1 0 0 0 0
5.104079 -2.410257 -0.047010 -0.085598 0.005222 0.000118 -1254.900428 0 1 0 0 0 0
5.106361 -1.274249 -0.024831 -0.380241 0.007410 0.005537 -1254.354642 0 1 0 0 0 0
5.106680 -0.000001 -0.000000 0.447470 0.007109 0.004122 -1254.209360 0 1 0 0 0 0
5.105465 1.212818 0.023642 0.366791 0.001905 0.001326 -1254.302406 0 1 0 0 0 0
5.104586 2.411163 0.047019 0.201289 -0.004171 -0.000324 -1254.901726 0 1 0 0 0 0
5.106688 3.615673 0.070449 0.084263 -0.008998 -0.000391 -1255.810620 0 1 0 0 0 0
5.110538 4.820898 0.093791 0.008228 -0.017653 0.000135 -1256.834867 0 1 0 0 0 0
5.115738 6.026123 0.117000 -0.037150 -0.026340 0.000666 -1257.755019 0 1 0 0 0 0
5.122634 7.231348 0.140023 -0.089554 -0.032595 0.001510 -1258.387194 0 1 0 0 0 0
5.129657 8.436572 0.162913 -0.096308 -0.029965 0.003649 -1258.654552 0 1 0 0 0 0
5.135925 9.641797 0.185732 -0.079641 -0.025463 0.004859 -1259.016072 0 1 0 0 0 0
5.143874 10.847022 0.208303 -0.043794 -0.027351 0.004707 -1259.464154 0 1 0 0 0 0
5.154005 12.052246 0.230539 0.031849 -0.031789 0.003831 -1259.462776 0 1 0 0 0 0
5.157459 13.257471 0.253253 0.316282 0.022029 0.010995 -1259.139665 0 1 0 0 0 0
5.164397 14.462695 0.275534 0.500740 0.055365 0.012617 -1258.997545 0 1 0 0 0 0
5.175497 15.667920 0.297216 0.543447 0.058100 0.010755 -1258.273428 0 1 0 0 0 0
5.187650 16.873145 0.318581 0.544953 0.053253 0.008938 -1257.599510 0 1 0 0 0 0
5.201679 18.078369 0.339498 0.553042 0.044690 0.008101 -1256.809592 0 1 0 0 0 0
5.216213 19.283594 0.360116 0.582303 0.029727 0.005116 -1255.182053 0 1 0 0 0 0
5.230755 20.488819 0.380499 0.614208 0.006495 -0.002491 -1252.864979 0 1 0 0 0 0
5.249821 21.694043 0.399960 0.526178 -0.019109 -0.003674 -1250.406597 0 1 0 0 0 0
5.266864 22.899268 0.419452 0.479831 -0.051979 -0.010088 -1248.232206 0 1 0 0 0 0
5.284458 24.104492 0.438594 0.456136 -0.082633 -0.014896 -1245.842094 0 1 0 0 0 0
5.304094 25.309717 0.457120 0.418481 -0.113378 -0.015412 -1243.126162 0 1 0 0 0 0
5.324412 26.514942 0.475240 0.369662 -0.146886 -0.013000 -1240.048694 0 1 0 0 0 0
5.343586 27.720166 0.493282 0.359073 -0.175317 -0.014128 -1236.774892 0 1 0 0 0 0
5.362764 28.925391 0.511054 0.370114 -0.199741 -0.016762 -1233.180295 0 1 0 0 0 0
5.382722 30.130616 0.528408 0.385653 -0.222679 -0.019204 -1229.177000 0 1 0 0 0 0
