r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.001614 1.016527 0.372639 0.007028 -0.000017 -0.000007 -189.026224 0 1 0 0 0 0
3.030095 1.161745 0.417905 0.011765 0.000187 -0.000004 -189.111298 0 1 0 0 0 0
3.061409 1.306963 0.460574 0.017055 0.000496 0.000007 -188.813989 0 1 0 0 0 0
3.094969 1.452181 0.500711 0.022820 0.000906 0.000026 -188.178605 0 1 0 0 0 0
3.130286 1.597400 0.538424 0.028978 0.001409 0.000055 -187.252603 0 1 0 0 0 0
3.166948 1.742618 0.573851 0.035437 0.001987 0.000091 -186.083416 0 1 0 0 0 0
3.204602 1.887836 0.607148 0.042086 0.002617 0.000133 -184.717399 0 1 0 0 0 0
