r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.183678 -1.291677 -0.420896 0.034914 -0.003238 0.000293 -174.509016 0 1 0 0 0 0
3.140881 -1.192317 -0.399179 0.030111 -0.002601 0.000220 -177.124398 0 1 0 0 0 0
3.099310 -1.092958 -0.375796 0.025389 -0.002001 0.000156 -179.299731 0 1 0 0 0 0
3.060960 -0.993598 -0.350247 0.020946 -0.001479 0.000104 -181.043141 0 1 0 0 0 0
3.026330 -0.894238 -0.322477 0.016810 -0.001042 0.000064 -182.365342 0 1 0 0 0 0
2.995840 -0.794878 -0.292511 0.012996 -0.000687 0.000037 -183.292370 0 1 0 0 0 0
2.969764 -0.695518 -0.260461 0.009510 -0.000413 0.000018 -183.863329 0 1 0 0 0 0
2.948212 -0.596159 -0.226529 0.006363 -0.000213 0.000007 -184.125018 0 1 0 0 0 0
2.931138 -0.496799 -0.190980 0.003601 -0.000081 0.000002 -184.123997 0 1 0 0 0 0
2.918370 -0.397439 -0.154123 0.001376 -0.000012 -0.000000 -183.897735 0 1 0 0 0 0
2.909651 -0.298079 -0.116286 0.000082 0.000006 -0.000000 -183.476718 0 1 0 0 0 0
2.904879 -0.198720 -0.077779 -0.000074 0.000002 -0.000000 -182.912532 0 1 0 0 0 0
2.902824 -0.099360 -0.038945 -0.000034 0.000000 -0.000000 -182.474969 0 1 0 0 0 0
2.902204 -0.000000 -0.000000 0.000000 0.000000 0.000000 -182.325859 0 1 0 0 0 0
2.902751 0.099360 0.038947 -0.000064 -0.000000 0.000000 -182.474935 0 1 0 0 0 0
2.904378 0.198720 0.077806 -0.000301 -0.000003 0.000000 -182.919831 0 1 0 0 0 0
2.907124 0.298080 0.116489 -0.000811 -0.000010 0.000000 -183.653808 0 1 0 0 0 0
2.911397 0.397439 0.154863 -0.001822 -0.000028 0.000001 -184.646798 0 1 0 0 0 0
2.917803 0.496799 0.192729 -0.002720 -0.000064 0.000002 -185.801325 0 1 0 0 0 0
2.926522 0.596159 0.229899 -0.001977 -0.000103 0.000001 -186.879483 0 1 0 0 0 0
2.937763 0.695518 0.266167 -0.000412 -0.000124 -0.000002 -187.787321 0 1 0 0 0 0
2.951326 0.794878 0.301401 0.001625 -0.000118 -0.000005 -188.513022 0 1 0 0 0 0
2.966982 0.894238 0.335507 0.004058 -0.000075 -0.000007 -189.041200 0 1 0 0 0 0
2.984494 0.993598 0.368424 0.006831 0.000008 -0.000008 -189.368484 0 1 0 0 0 0
3.003628 1.092958 0.400119 0.009900 0.000133 -0.000007 -189.499520 0 1 0 0 0 0
3.024165 1.192317 0.430586 0.013228 0.000300 -0.000004 -189.443849 0 1 0 0 0 0
3.045902 1.291677 0.459834 0.016782 0.000506 0.000002 -189.213872 0 1 0 0 0 0
3.068661 1.391037 0.487887 0.020527 0.000748 0.000010 -188.823516 0 1 0 0 0 0
3.092283 1.490397 0.514781 0.024427 0.001020 0.000020 -188.287386 0 1 0 0 0 0
3.116625 1.589756 0.540555 0.028445 0.001314 0.000031 -187.620264 0 1 0 0 0 0
3.141565 1.689116 0.565257 0.032539 0.001624 0.000043 -186.836889 0 1 0 0 0 0
3.166988 1.788476 0.588937 0.036667 0.001939 0.000054 -185.951938 0 1 0 0 0 0
3.192783 1.887836 0.611652 0.040789 0.002251 0.000064 -184.980170 0 1 0 0 0 0
3.218836 1.987196 0.633463 0.044868 0.002552 0.000070 -183.936656 0 1 0 0 0 0
3.245028 2.086555 0.654443 0.048879 0.002837 0.000074 -182.836987 0 1 0 0 0 0
3.271230 2.185915 0.674668 0.052814 0.003104 0.000075 -181.697303 0 1 0 0 0 0
3.297315 2.285275 0.694218 0.056690 0.003356 0.000073 -180.533953 0 1 0 0 0 0
3.323180 2.384635 0.713169 0.060548 0.003601 0.000069 -179.362704 0 1 0 0 0 0
3.348759 2.483994 0.731579 0.064439 0.003850 0.000065 -178.197666 0 1 0 0 0 0
