r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.188287 -15.667920 -0.295753 0.637345 -0.077580 -0.003215 -1277.040809 0 1 0 0 0 0
5.165981 -14.462695 -0.275365 0.565266 -0.065011 -0.004059 -1276.956600 0 1 0 0 0 0
5.156109 -13.257471 -0.253386 0.637803 -0.082856 0.002500 -1276.788231 0 1 0 0 0 0
5.141821 -12.052246 -0.231632 0.630467 -0.083995 0.005429 -1276.981882 0 1 0 0 0 0
5.125931 -10.847022 -0.209764 0.546077 -0.078712 0.007157 -1276.657503 0 1 0 0 0 0
5.112094 -9.641797 -0.187467 0.472117 -0.072557 0.008169 -1276.207767 0 1 0 0 0 0
5.100707 -8.436572 -0.164767 0.439835 -0.069388 0.008215 -1275.127998 0 1 0 0 0 0
5.092769 -7.231490 -0.141672 0.414065 -0.060147 0.007580 -1273.454155 0 1 0 0 0 0
5.085875 -6.026123 -0.118378 0.260130 -0.022385 0.002944 -1272.258261 0 1 0 0 0 0
5.081507 -4.820898 -0.094865 0.239000 -0.005049 0.001933 -1271.719528 0 1 0 0 0 0
5.079095 -3.615674 -0.071217 0.299152 -0.006951 0.003655 -1271.082324 0 1 0 0 0 0
5.078260 -2.410449 -0.047493 0.358237 -0.004654 0.005333 -1270.414640 0 1 0 0 0 0
5.077674 -1.205225 -0.023752 0.371016 0.000999 0.005524 -1269.723719 0 1 0 0 0 0
5.077215 0.000024 0.000000 0.372958 0.011287 0.005282 -1269.381339 0 1 0 0 0 0
5.076488 1.205225 0.023763 0.335793 0.019370 0.003779 -1269.653269 0 1 0 0 0 0
5.077407 2.410449 0.047509 0.309008 0.023465 0.002692 -1270.093072 0 1 0 0 0 0
5.079981 3.615674 0.071192 0.284780 0.022166 0.001383 -1270.298175 0 1 0 0 0 0
5.085614 4.820898 0.094712 0.215045 0.011835 -0.000384 -1270.273500 0 1 0 0 0 0
5.091985 6.026123 0.118094 0.152023 0.006749 0.000478 -1270.820782 0 1 0 0 0 0
5.094071 7.231348 0.141597 0.168798 0.020348 0.004464 -1271.893051 0 1 0 0 0 0
5.096000 8.436584 0.165072 0.308843 0.056349 0.011951 -1273.339517 0 1 0 0 0 0
5.100045 9.641797 0.188354 0.474401 0.089613 0.017836 -1275.362183 0 1 0 0 0 0
5.106811 10.847022 0.211337 0.611658 0.121171 0.023637 -1277.540321 0 1 0 0 0 0
5.115827 12.052246 0.233992 0.753093 0.163710 0.031770 -1279.288193 0 1 0 0 0 0
5.127168 13.257471 0.256254 0.885103 0.202337 0.039791 -1280.596250 0 1 0 0 0 0
5.140291 14.462695 0.278124 0.996248 0.223256 0.043575 -1281.355964 0 1 0 0 0 0
5.153298 15.667920 0.299782 1.107606 0.228044 0.041408 -1281.724881 0 1 0 0 0 0
5.167269 16.873145 0.321099 1.223385 0.231675 0.037778 -1281.873747 0 1 0 0 0 0
5.183845 18.078369 0.341838 1.337651 0.255798 0.040557 -1281.570279 0 1 0 0 0 0
5.198247 19.283594 0.362610 1.364207 0.243367 0.026497 -1280.820502 0 1 0 0 0 0
5.212334 20.488819 0.383193 1.338647 0.208693 0.005061 -1280.288250 0 1 0 0 0 0
5.229160 21.694043 0.403127 1.482196 0.226969 -0.002978 -1279.794509 0 1 0 0 0 0
5.247704 22.899268 0.422521 1.694391 0.261839 -0.008561 -1279.314493 0 1 0 0 0 0
5.268025 24.104492 0.441334 1.860718 0.284968 -0.015697 -1278.771488 0 1 0 0 0 0
5.288188 25.309717 0.459874 1.947607 0.286516 -0.024933 -1277.756164 0 1 0 0 0 0
5.306179 26.514942 0.478511 1.954519 0.262531 -0.036222 -1276.422737 0 1 0 0 0 0
5.322784 27.720166 0.497145 1.998165 0.256206 -0.046464 -1275.077172 0 1 0 0 0 0
5.338094 28.925391 0.515789 2.026693 0.250129 -0.056316 -1273.779233 0 1 0 0 0 0
5.353742 30.130616 0.534144 2.054616 0.252164 -0.064228 -1272.690721 0 1 0 0 0 0
