r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.201964 -15.667920 -0.294200 0.712758 -0.109663 0.005360 -1261.602212 0 1 0 0 0 0
5.184714 -14.462695 -0.273379 0.671144 -0.103144 0.006681 -1261.300458 0 1 0 0 0 0
5.171269 -13.257471 -0.251902 0.653380 -0.097714 0.008563 -1261.469864 0 1 0 0 0 0
5.156232 -12.052246 -0.230340 0.612312 -0.088296 0.009404 -1262.046411 0 1 0 0 0 0
5.140491 -10.847022 -0.208577 0.570603 -0.082535 0.009414 -1262.027690 0 1 0 0 0 0
5.128112 -9.641797 -0.186298 0.545350 -0.079280 0.010242 -1261.302185 0 1 0 0 0 0
5.118193 -8.436573 -0.163643 0.288480 -0.030860 0.003016 -1260.519368 0 1 0 0 0 0
5.108929 -7.231348 -0.140775 0.137966 0.006406 -0.001220 -1260.249642 0 1 0 0 0 0
5.101052 -6.026123 -0.117675 0.068310 0.017006 -0.001939 -1259.761259 0 1 0 0 0 0
5.095036 -4.820898 -0.094362 0.055657 0.012650 -0.001185 -1258.955945 0 1 0 0 0 0
5.090397 -3.615672 -0.070901 0.123973 0.001614 0.000398 -1258.054318 0 1 0 0 0 0
5.091006 -2.410431 -0.047256 0.380446 -0.004595 0.006695 -1257.321022 0 1 0 0 0 0
5.092510 -1.205226 -0.023614 0.453280 0.003653 0.008795 -1256.688710 0 1 0 0 0 0
5.091955 -0.000189 -0.000004 0.443802 0.009582 0.007352 -1256.370579 0 1 0 0 0 0
5.090227 1.205332 0.023637 0.367241 0.009497 0.003779 -1256.532531 0 1 0 0 0 0
5.090522 2.410516 0.047266 0.262491 0.006080 0.000829 -1257.040264 0 1 0 0 0 0
5.093683 3.615674 0.070809 0.154397 -0.001680 -0.000786 -1257.759186 0 1 0 0 0 0
5.098921 4.820898 0.094219 0.032893 -0.014510 -0.000954 -1258.671095 0 1 0 0 0 0
5.105017 6.026123 0.117492 -0.035398 -0.026945 -0.000397 -1259.645880 0 1 0 0 0 0
5.112834 7.231348 0.140560 -0.080309 -0.035891 0.000464 -1260.392477 0 1 0 0 0 0
5.120039 8.436572 0.163525 -0.056443 -0.034611 0.001839 -1260.827844 0 1 0 0 0 0
5.125043 9.641797 0.186521 -0.031953 -0.029390 0.003014 -1261.272542 0 1 0 0 0 0
5.132233 10.847022 0.209249 0.016376 -0.026103 0.002969 -1261.902764 0 1 0 0 0 0
5.142766 12.052246 0.231547 0.155852 -0.014007 0.002721 -1262.233690 0 1 0 0 0 0
5.146574 13.257471 0.254325 0.637797 0.126534 0.032391 -1262.820535 0 1 0 0 0 0
5.159080 14.462695 0.276102 0.792414 0.174090 0.043857 -1263.222953 0 1 0 0 0 0
5.172376 15.667920 0.297575 0.972823 0.230201 0.054731 -1263.249177 0 1 0 0 0 0
5.185342 16.873145 0.318865 1.062487 0.255995 0.058157 -1263.052883 0 1 0 0 0 0
5.199039 18.078369 0.339843 1.054972 0.246269 0.055133 -1263.014183 0 1 0 0 0 0
5.215445 19.283594 0.360222 1.095390 0.243882 0.054697 -1262.881128 0 1 0 0 0 0
5.232069 20.488819 0.380308 1.215072 0.246970 0.049032 -1262.309000 0 1 0 0 0 0
5.248412 21.694043 0.400175 1.361775 0.243505 0.034491 -1261.513367 0 1 0 0 0 0
5.264249 22.899268 0.419869 1.595164 0.266739 0.017549 -1260.702939 0 1 0 0 0 0
5.281624 24.104492 0.439065 1.814646 0.293600 0.001165 -1260.173508 0 1 0 0 0 0
5.301281 25.309717 0.457605 1.966693 0.311618 -0.011720 -1259.526380 0 1 0 0 0 0
5.320333 26.514942 0.475969 2.048897 0.309149 -0.025464 -1258.379804 0 1 0 0 0 0
5.337589 27.720163 0.494391 2.113904 0.311719 -0.034757 -1257.006673 0 1 0 0 0 0
5.355422 28.924492 0.512441 1.806396 0.225484 -0.038240 -1255.828287 0 1 0 0 0 0
5.373133 30.130616 0.530296 1.858718 0.229943 -0.045333 -1255.156174 0 1 0 0 0 0
