r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.190410 -15.667920 -0.295511 0.681685 -0.095076 0.000508 -1272.419068 0 1 0 0 0 0
5.170455 -14.462695 -0.274889 0.656067 -0.093758 0.002461 -1272.229265 0 1 0 0 0 0
5.159381 -13.257471 -0.253064 0.690203 -0.099382 0.006551 -1272.285817 0 1 0 0 0 0
5.143883 -12.052246 -0.231447 0.644225 -0.091768 0.007796 -1272.425755 0 1 0 0 0 0
5.128332 -10.847022 -0.209567 0.570456 -0.084435 0.009249 -1272.283958 0 1 0 0 0 0
5.114380 -9.641797 -0.187300 0.524496 -0.079117 0.009666 -1271.740406 0 1 0 0 0 0
5.104091 -8.436572 -0.164549 0.515018 -0.074430 0.010112 -1270.493669 0 1 0 0 0 0
5.093826 -7.231348 -0.141611 0.333336 -0.043973 0.005385 -1269.052406 0 1 0 0 0 0
5.087670 -6.026123 -0.118295 0.224375 -0.006439 0.001352 -1268.424787 0 1 0 0 0 0
5.082902 -4.820898 -0.094813 0.236224 -0.004503 0.002044 -1267.907490 0 1 0 0 0 0
5.080370 -3.615674 -0.071181 0.300771 -0.007160 0.003964 -1267.207228 0 1 0 0 0 0
5.079503 -2.410449 -0.047470 0.368845 -0.004614 0.005998 -1266.499403 0 1 0 0 0 0
5.075604 -1.205225 -0.023772 -0.067061 0.004728 0.000027 -1265.406843 0 1 0 0 0 0
5.075279 -0.003801 -0.000075 -0.002729 -0.000005 0.000005 -1265.075250 0 1 0 0 0 0
5.077732 1.205225 0.023752 0.347074 0.017637 0.004035 -1265.661155 0 1 0 0 0 0
5.078263 2.410449 0.047493 0.309550 0.020698 0.002543 -1266.098759 0 1 0 0 0 0
5.081576 3.615674 0.071147 0.254729 0.015267 0.000392 -1266.358594 0 1 0 0 0 0
5.087448 4.820898 0.094644 0.154935 -0.001072 -0.001925 -1266.759209 0 1 0 0 0 0
5.094143 6.026123 0.117994 0.082989 -0.010569 -0.001015 -1267.537403 0 1 0 0 0 0
5.099491 7.231348 0.141296 0.068824 -0.011407 0.000964 -1268.394050 0 1 0 0 0 0
5.102836 8.436572 0.164630 0.032766 -0.011549 0.002011 -1269.497624 0 1 0 0 0 0
5.107860 9.641797 0.187778 0.048193 -0.012337 0.001905 -1270.926708 0 1 0 0 0 0
5.111328 10.847022 0.210964 0.489348 0.081001 0.017805 -1272.588500 0 1 0 0 0 0
5.120516 12.052246 0.233564 0.639215 0.126424 0.028147 -1274.081989 0 1 0 0 0 0
5.130910 13.257471 0.255880 0.818177 0.181510 0.038097 -1275.175478 0 1 0 0 0 0
5.143149 14.462695 0.277815 0.990829 0.233257 0.047735 -1275.972995 0 1 0 0 0 0
5.157639 15.667920 0.299278 1.117311 0.259678 0.052215 -1276.316604 0 1 0 0 0 0
5.172179 16.873145 0.320490 1.233127 0.266239 0.049844 -1276.223560 0 1 0 0 0 0
5.187000 18.078369 0.341422 1.345568 0.265567 0.043842 -1275.881888 0 1 0 0 0 0
5.200783 19.283594 0.362256 1.332709 0.237880 0.028845 -1275.206721 0 1 0 0 0 0
5.215140 20.488819 0.382781 1.285891 0.200046 0.011368 -1274.874524 0 1 0 0 0 0
5.232588 21.694043 0.402599 1.462702 0.229347 0.003834 -1274.316418 0 1 0 0 0 0
5.249234 22.899268 0.422275 1.703250 0.266422 -0.007138 -1273.900661 0 1 0 0 0 0
5.269065 24.104492 0.441160 1.874851 0.290687 -0.015241 -1273.490954 0 1 0 0 0 0
5.289714 25.309717 0.459609 1.978470 0.298875 -0.023578 -1272.554901 0 1 0 0 0 0
5.308121 26.514942 0.478161 2.007098 0.283318 -0.034136 -1271.173461 0 1 0 0 0 0
5.324638 27.720166 0.496799 2.060368 0.283390 -0.043209 -1269.789736 0 1 0 0 0 0
5.341467 28.925391 0.515138 2.143874 0.295677 -0.051765 -1268.458996 0 1 0 0 0 0
5.356296 30.130616 0.533635 2.056560 0.260722 -0.059065 -1267.249320 0 1 0 0 0 0
