r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.039689 -1.291677 -0.461715 0.019462 -0.000541 -0.000001 -168.952848 0 1 0 0 0 0
3.009568 -1.192317 -0.434773 0.016829 -0.000457 0.000001 -170.735316 0 1 0 0 0 0
2.995097 -1.092958 -0.402402 0.014964 -0.000466 0.000005 -173.101022 0 1 0 0 0 0
2.982119 -0.993598 -0.369011 0.012786 -0.000437 0.000008 -176.573804 0 1 0 0 0 0
2.957577 -0.894238 -0.337644 0.010578 -0.000346 0.000006 -180.348954 0 1 0 0 0 0
2.932572 -0.794878 -0.305268 0.008428 -0.000240 0.000003 -183.052744 0 1 0 0 0 0
2.911604 -0.695518 -0.270971 0.006369 -0.000146 0.000001 -184.876520 0 1 0 0 0 0
2.894413 -0.596159 -0.235028 0.004438 -0.000071 0.000000 -186.013479 0 1 0 0 0 0
2.880787 -0.496799 -0.197714 0.002693 -0.000019 -0.000000 -186.613185 0 1 0 0 0 0
2.870453 -0.397439 -0.159312 0.001249 0.000007 -0.000000 -186.782741 0 1 0 0 0 0
2.863085 -0.298079 -0.120100 0.000336 0.000009 -0.000000 -186.603255 0 1 0 0 0 0
2.858501 -0.198720 -0.080324 0.000085 0.000002 -0.000000 -186.162236 0 1 0 0 0 0
2.856179 -0.099360 -0.040227 0.000000 0.000000 0.000000 -185.764866 0 1 0 0 0 0
2.855499 0.000000 0.000000 -0.000002 -0.000000 -0.000000 -185.630736 0 1 0 0 0 0
2.856210 0.099360 0.040226 0.000021 -0.000000 -0.000000 -185.774319 0 1 0 0 0 0
2.858188 0.198720 0.080341 0.000017 -0.000001 -0.000000 -186.193815 0 1 0 0 0 0
2.861419 0.298079 0.120240 -0.000091 -0.000005 -0.000000 -186.880110 0 1 0 0 0 0
2.866217 0.397439 0.159783 -0.000532 -0.000017 -0.000000 -187.780742 0 1 0 0 0 0
2.872859 0.496799 0.198807 -0.000860 -0.000038 -0.000000 -188.787340 0 1 0 0 0 0
2.881034 0.596159 0.237216 -0.000175 -0.000060 -0.000001 -189.640121 0 1 0 0 0 0
2.890992 0.695518 0.274849 0.000899 -0.000083 -0.000002 -190.206590 0 1 0 0 0 0
2.902592 0.794878 0.311607 0.002126 -0.000105 -0.000003 -190.442937 0 1 0 0 0 0
2.915621 0.894238 0.347432 0.003445 -0.000127 -0.000004 -190.296227 0 1 0 0 0 0
2.929896 0.993598 0.382283 0.004809 -0.000151 -0.000006 -189.723764 0 1 0 0 0 0
2.945270 1.092958 0.416133 0.006185 -0.000177 -0.000009 -188.690618 0 1 0 0 0 0
2.961626 1.192317 0.448963 0.007546 -0.000207 -0.000012 -187.167722 0 1 0 0 0 0
2.978877 1.291677 0.480759 0.008879 -0.000241 -0.000016 -185.130566 0 1 0 0 0 0
2.996956 1.391037 0.511513 0.010175 -0.000282 -0.000020 -182.558050 0 1 0 0 0 0
3.015822 1.490397 0.541214 0.011431 -0.000328 -0.000024 -179.431113 0 1 0 0 0 0
3.035453 1.589756 0.569852 0.012654 -0.000381 -0.000029 -175.730898 0 1 0 0 0 0
3.055860 1.689116 0.597408 0.013852 -0.000441 -0.000034 -171.436345 0 1 0 0 0 0
3.077084 1.788476 0.623854 0.015036 -0.000508 -0.000039 -166.521391 0 1 0 0 0 0
3.099195 1.887836 0.649150 0.016216 -0.000580 -0.000044 -160.952048 0 1 0 0 0 0
3.122292 1.987196 0.673244 0.017401 -0.000660 -0.000050 -154.683652 0 1 0 0 0 0
3.146482 2.086555 0.696078 0.018593 -0.000747 -0.000057 -147.658395 0 1 0 0 0 0
3.171880 2.185915 0.717594 0.019790 -0.000843 -0.000063 -139.803090 0 1 0 0 0 0
3.198604 2.285275 0.737728 0.020983 -0.000949 -0.000071 -131.027190 0 1 0 0 0 0
3.226783 2.384635 0.756417 0.022156 -0.001072 -0.000079 -121.221474 0 1 0 0 0 0
3.256568 2.483994 0.773587 0.023281 -0.001215 -0.000089 -110.258465 0 1 0 0 0 0
