r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.024526 -1.291677 -0.466356 0.019805 -0.000578 -0.000000 -177.869909 0 1 0 0 0 0
2.987194 -1.192317 -0.441310 0.016749 -0.000437 -0.000001 -179.320491 0 1 0 0 0 0
2.975998 -1.092958 -0.407584 0.014911 -0.000452 0.000004 -180.911088 0 1 0 0 0 0
2.967219 -0.993598 -0.372726 0.012697 -0.000423 0.000007 -183.923675 0 1 0 0 0 0
2.943593 -0.894238 -0.340860 0.010456 -0.000336 0.000006 -187.561576 0 1 0 0 0 0
2.917065 -0.794878 -0.308523 0.008306 -0.000232 0.000003 -190.198783 0 1 0 0 0 0
2.894874 -0.695518 -0.274112 0.006247 -0.000139 0.000001 -191.970200 0 1 0 0 0 0
2.876717 -0.596159 -0.237928 0.004323 -0.000065 0.000000 -193.061918 0 1 0 0 0 0
2.862336 -0.496799 -0.200271 0.002594 -0.000015 -0.000000 -193.618719 0 1 0 0 0 0
2.851412 -0.397439 -0.161447 0.001175 0.000009 -0.000000 -193.744142 0 1 0 0 0 0
2.843596 -0.298079 -0.121752 0.000291 0.000010 -0.000000 -193.518466 0 1 0 0 0 0
2.838728 -0.198720 -0.081446 0.000071 0.000003 -0.000000 -193.032957 0 1 0 0 0 0
2.836278 -0.099360 -0.040794 -0.000002 0.000000 0.000000 -192.594158 0 1 0 0 0 0
2.835552 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -192.445037 0 1 0 0 0 0
2.836286 0.099360 0.040793 0.000017 -0.000000 -0.000000 -192.599761 0 1 0 0 0 0
2.838351 0.198720 0.081468 -0.000000 -0.000002 -0.000000 -193.055587 0 1 0 0 0 0
2.841734 0.298079 0.121911 -0.000136 -0.000006 -0.000000 -193.802423 0 1 0 0 0 0
2.846794 0.397439 0.161971 -0.000627 -0.000019 -0.000000 -194.782446 0 1 0 0 0 0
2.853724 0.496799 0.201482 -0.000897 -0.000041 -0.000000 -195.875434 0 1 0 0 0 0
2.862196 0.596159 0.240349 -0.000135 -0.000064 -0.000001 -196.797866 0 1 0 0 0 0
2.872528 0.695518 0.278393 0.000944 -0.000087 -0.000002 -197.450870 0 1 0 0 0 0
2.884562 0.794878 0.315515 0.002167 -0.000108 -0.000003 -197.789260 0 1 0 0 0 0
2.898084 0.894238 0.351650 0.003474 -0.000130 -0.000005 -197.763558 0 1 0 0 0 0
2.912905 0.993598 0.386756 0.004821 -0.000153 -0.000007 -197.334037 0 1 0 0 0 0
2.928872 1.092958 0.420805 0.006172 -0.000179 -0.000009 -196.468448 0 1 0 0 0 0
2.945863 1.192317 0.453780 0.007506 -0.000209 -0.000012 -195.140378 0 1 0 0 0 0
2.963784 1.291677 0.485668 0.008806 -0.000245 -0.000016 -193.328069 0 1 0 0 0 0
2.982561 1.391037 0.516462 0.010067 -0.000286 -0.000020 -191.013282 0 1 0 0 0 0
3.002149 1.490397 0.546155 0.011289 -0.000334 -0.000024 -188.179806 0 1 0 0 0 0
3.022527 1.589756 0.574737 0.012478 -0.000389 -0.000029 -184.811385 0 1 0 0 0 0
3.043708 1.689116 0.602188 0.013646 -0.000451 -0.000034 -180.889053 0 1 0 0 0 0
3.065738 1.788476 0.628480 0.014805 -0.000519 -0.000039 -176.388118 0 1 0 0 0 0
3.088696 1.887836 0.653571 0.015967 -0.000593 -0.000045 -171.275194 0 1 0 0 0 0
3.112681 1.987196 0.677408 0.017140 -0.000674 -0.000050 -165.505555 0 1 0 0 0 0
3.137799 2.086555 0.699936 0.018325 -0.000763 -0.000057 -159.020904 0 1 0 0 0 0
3.164153 2.185915 0.721103 0.019519 -0.000860 -0.000063 -151.747408 0 1 0 0 0 0
3.191840 2.285275 0.740858 0.020713 -0.000968 -0.000071 -143.593910 0 1 0 0 0 0
3.220965 2.384635 0.759151 0.021886 -0.001092 -0.000080 -134.450665 0 1 0 0 0 0
3.251643 2.483994 0.775932 0.023014 -0.001238 -0.000090 -124.189431 0 1 0 0 0 0
