r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.075828 -1.291677 -0.450929 0.018906 -0.000489 -0.000002 -148.166837 0 1 0 0 0 0
3.051984 -1.192317 -0.422772 0.016885 -0.000483 0.000003 -151.313610 0 1 0 0 0 0
3.031722 -1.092958 -0.392738 0.015010 -0.000485 0.000007 -155.063401 0 1 0 0 0 0
3.013621 -0.993598 -0.361337 0.012959 -0.000459 0.000008 -159.402363 0 1 0 0 0 0
2.989339 -0.894238 -0.330508 0.010799 -0.000358 0.000006 -163.487094 0 1 0 0 0 0
2.967294 -0.794878 -0.298166 0.008675 -0.000250 0.000003 -166.393628 0 1 0 0 0 0
2.948681 -0.695518 -0.264199 0.006629 -0.000155 0.000001 -168.379022 0 1 0 0 0 0
2.933305 -0.596159 -0.228837 0.004689 -0.000079 0.000000 -169.650365 0 1 0 0 0 0
2.921046 -0.496799 -0.192301 0.002913 -0.000026 -0.000000 -170.368038 0 1 0 0 0 0
2.911743 -0.397439 -0.154826 0.001416 0.000002 -0.000000 -170.648490 0 1 0 0 0 0
2.905155 -0.298079 -0.116647 0.000438 0.000006 -0.000000 -170.578370 0 1 0 0 0 0
2.901096 -0.198720 -0.077982 0.000112 0.000002 -0.000000 -170.242509 0 1 0 0 0 0
2.899037 -0.099360 -0.039046 0.000004 0.000000 0.000000 -169.940008 0 1 0 0 0 0
2.898452 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -169.840477 0 1 0 0 0 0
2.899114 0.099360 0.039044 0.000030 -0.000000 -0.000000 -169.959509 0 1 0 0 0 0
2.900911 0.198720 0.077992 0.000048 -0.000001 -0.000000 -170.297400 0 1 0 0 0 0
2.903823 0.298079 0.116754 -0.000008 -0.000004 -0.000000 -170.847167 0 1 0 0 0 0
2.908088 0.397439 0.155215 -0.000340 -0.000012 -0.000000 -171.567888 0 1 0 0 0 0
2.914091 0.496799 0.193220 -0.000741 -0.000029 -0.000000 -172.364965 0 1 0 0 0 0
2.921672 0.596159 0.230663 -0.000282 -0.000052 -0.000001 -173.045738 0 1 0 0 0 0
2.930903 0.695518 0.267414 0.000765 -0.000075 -0.000001 -173.399522 0 1 0 0 0 0
2.941650 0.794878 0.303387 0.001994 -0.000099 -0.000002 -173.381334 0 1 0 0 0 0
2.953697 0.894238 0.338532 0.003333 -0.000123 -0.000004 -172.931228 0 1 0 0 0 0
2.966868 0.993598 0.372814 0.004732 -0.000147 -0.000006 -172.000160 0 1 0 0 0 0
2.981029 1.092958 0.406209 0.006152 -0.000174 -0.000008 -170.547662 0 1 0 0 0 0
2.996075 1.192317 0.438697 0.007570 -0.000204 -0.000011 -168.539279 0 1 0 0 0 0
3.011933 1.291677 0.470264 0.008968 -0.000238 -0.000015 -165.944895 0 1 0 0 0 0
3.028549 1.391037 0.500897 0.010334 -0.000277 -0.000019 -162.737466 0 1 0 0 0 0
3.045889 1.490397 0.530582 0.011665 -0.000321 -0.000023 -158.891775 0 1 0 0 0 0
3.063937 1.589756 0.559306 0.012962 -0.000372 -0.000028 -154.382950 0 1 0 0 0 0
3.082700 1.689116 0.587051 0.014227 -0.000428 -0.000033 -149.184540 0 1 0 0 0 0
3.102210 1.788476 0.613790 0.015470 -0.000492 -0.000039 -143.266161 0 1 0 0 0 0
3.122526 1.887836 0.639486 0.016698 -0.000561 -0.000044 -136.590817 0 1 0 0 0 0
3.143737 1.987196 0.664090 0.017919 -0.000638 -0.000050 -129.112125 0 1 0 0 0 0
3.165958 2.086555 0.687541 0.019134 -0.000722 -0.000057 -120.771586 0 1 0 0 0 0
3.189323 2.185915 0.709766 0.020345 -0.000815 -0.000064 -111.496022 0 1 0 0 0 0
3.213989 2.285275 0.730682 0.021543 -0.000919 -0.000071 -101.195341 0 1 0 0 0 0
3.240143 2.384635 0.750192 0.022713 -0.001038 -0.000079 -89.761233 0 1 0 0 0 0
3.268010 2.483994 0.768179 0.023825 -0.001181 -0.000089 -77.062801 0 1 0 0 0 0
