r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.193742 -15.667920 -0.295132 0.666346 -0.089134 -0.000404 -1274.149933 0 1 0 0 0 0
5.174199 -14.462695 -0.274491 0.641260 -0.087705 0.001444 -1273.991848 0 1 0 0 0 0
5.163004 -13.257471 -0.252709 0.679603 -0.095733 0.006063 -1274.093724 0 1 0 0 0 0
5.147304 -12.052246 -0.231139 0.630683 -0.088467 0.007273 -1274.231956 0 1 0 0 0 0
5.131664 -10.847022 -0.209295 0.554833 -0.081004 0.008540 -1274.078371 0 1 0 0 0 0
5.117624 -9.641797 -0.187062 0.501235 -0.075047 0.008812 -1273.556775 0 1 0 0 0 0
5.106699 -8.436572 -0.164381 0.471467 -0.070265 0.008806 -1272.353883 0 1 0 0 0 0
5.097214 -7.231351 -0.141423 0.316477 -0.041420 0.004807 -1270.934402 0 1 0 0 0 0
5.091205 -6.026123 -0.118131 0.214712 -0.006820 0.001164 -1270.218865 0 1 0 0 0 0
5.086533 -4.820898 -0.094678 0.217662 -0.002955 0.001518 -1269.704845 0 1 0 0 0 0
5.083900 -3.615674 -0.071082 0.278654 -0.005964 0.003249 -1269.016701 0 1 0 0 0 0
5.082986 -2.410449 -0.047405 0.348602 -0.004172 0.005208 -1268.315740 0 1 0 0 0 0
5.082625 -1.205225 -0.023706 0.382775 0.001772 0.006179 -1267.619588 0 1 0 0 0 0
5.082143 0.000015 0.000000 0.380259 0.010363 0.005684 -1267.280068 0 1 0 0 0 0
5.081245 1.205225 0.023719 0.327933 0.016122 0.003602 -1267.508378 0 1 0 0 0 0
5.081875 2.410449 0.047426 0.290905 0.019110 0.002339 -1267.932205 0 1 0 0 0 0
5.085253 3.615674 0.071044 0.243978 0.014955 0.000486 -1268.190801 0 1 0 0 0 0
5.091096 4.820898 0.094508 0.155053 0.000436 -0.001701 -1268.540511 0 1 0 0 0 0
5.097955 6.026123 0.117818 0.081860 -0.009052 -0.001004 -1269.246778 0 1 0 0 0 0
5.102503 7.231348 0.141130 0.060356 -0.009320 0.000881 -1270.071297 0 1 0 0 0 0
5.105978 8.436573 0.164427 0.023412 -0.009772 0.001910 -1271.193712 0 1 0 0 0 0
5.111157 9.641954 0.187539 0.085388 -0.002743 0.002762 -1272.586599 0 1 0 0 0 0
5.115184 10.847022 0.210646 0.488077 0.080956 0.017163 -1274.328205 0 1 0 0 0 0
5.124112 12.052246 0.233236 0.642363 0.127485 0.027377 -1275.803450 0 1 0 0 0 0
5.134498 13.257471 0.255523 0.810455 0.178840 0.037013 -1276.902655 0 1 0 0 0 0
5.146763 14.462695 0.277425 0.972225 0.226358 0.046161 -1277.673421 0 1 0 0 0 0
5.160898 15.667920 0.298900 1.097562 0.251103 0.050150 -1277.995146 0 1 0 0 0 0
5.175010 16.873145 0.320139 1.214160 0.257027 0.047486 -1277.934087 0 1 0 0 0 0
5.189820 18.078369 0.341051 1.325601 0.258623 0.042333 -1277.636515 0 1 0 0 0 0
5.203788 19.283594 0.361838 1.322955 0.235382 0.028407 -1277.010016 0 1 0 0 0 0
5.218222 20.488819 0.382329 1.279732 0.199032 0.011315 -1276.672088 0 1 0 0 0 0
5.235609 21.694043 0.402135 1.447803 0.227148 0.004857 -1276.152372 0 1 0 0 0 0
5.252576 22.899268 0.421738 1.682951 0.264459 -0.004983 -1275.723420 0 1 0 0 0 0
5.272392 24.104492 0.440603 1.857684 0.289605 -0.013009 -1275.302319 0 1 0 0 0 0
5.292753 25.309717 0.459081 1.962362 0.297745 -0.021391 -1274.429091 0 1 0 0 0 0
5.311377 26.514942 0.477575 1.993511 0.282132 -0.032021 -1273.132098 0 1 0 0 0 0
5.328267 27.720166 0.496123 2.046891 0.280242 -0.041598 -1271.770366 0 1 0 0 0 0
5.344656 28.925348 0.514523 2.101454 0.281763 -0.050824 -1270.434350 0 1 0 0 0 0
5.359739 30.130616 0.532950 2.032604 0.254938 -0.057834 -1269.293062 0 1 0 0 0 0
