r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.196190 -15.667920 -0.294854 0.709152 -0.107249 0.004480 -1265.201399 0 1 0 0 0 0
5.178345 -14.462695 -0.274052 0.678937 -0.102417 0.005815 -1264.926440 0 1 0 0 0 0
5.165156 -13.257471 -0.252499 0.664325 -0.098151 0.007878 -1264.978870 0 1 0 0 0 0
5.150074 -12.052246 -0.230891 0.618242 -0.088933 0.009046 -1265.409916 0 1 0 0 0 0
5.134005 -10.847022 -0.209104 0.566148 -0.081997 0.009329 -1265.450658 0 1 0 0 0 0
5.121089 -9.641797 -0.186809 0.537174 -0.078475 0.009763 -1264.714062 0 1 0 0 0 0
5.109966 -8.436612 -0.164171 0.432143 -0.060399 0.007603 -1263.542489 0 1 0 0 0 0
5.102080 -7.231348 -0.141153 0.180621 -0.003289 0.000025 -1263.025603 0 1 0 0 0 0
5.094034 -6.026123 -0.117999 0.112358 0.010745 -0.001236 -1262.623296 0 1 0 0 0 0
5.087750 -4.820898 -0.094633 0.136988 0.003627 0.000082 -1261.927914 0 1 0 0 0 0
5.084300 -3.615674 -0.071071 0.243234 -0.005028 0.002683 -1261.184691 0 1 0 0 0 0
5.083961 -2.410449 -0.047387 0.349392 -0.004215 0.005607 -1260.439694 0 1 0 0 0 0
5.084332 -1.205224 -0.023690 0.403742 0.002272 0.007203 -1259.748188 0 1 0 0 0 0
5.083798 -0.000947 -0.000019 0.395397 0.008898 0.006212 -1259.421500 0 1 0 0 0 0
5.082580 1.205225 0.023706 0.327034 0.011405 0.003380 -1259.619720 0 1 0 0 0 0
5.083786 2.410449 0.047390 0.267963 0.010998 0.001349 -1260.057721 0 1 0 0 0 0
5.087349 3.615674 0.070986 0.180391 0.003455 -0.000592 -1260.632717 0 1 0 0 0 0
5.092785 4.820898 0.094446 0.068939 -0.010527 -0.001592 -1261.406666 0 1 0 0 0 0
5.099156 6.026123 0.117762 -0.019467 -0.023621 -0.000969 -1262.300198 0 1 0 0 0 0
5.106662 7.231348 0.140900 -0.040570 -0.029179 0.000508 -1262.987680 0 1 0 0 0 0
5.112220 8.436572 0.164026 -0.032913 -0.026438 0.002217 -1263.578440 0 1 0 0 0 0
5.116846 9.641797 0.187119 -0.024910 -0.023862 0.002936 -1264.384054 0 1 0 0 0 0
5.125370 10.847022 0.209810 0.056790 -0.021621 0.002256 -1265.219321 0 1 0 0 0 0
5.129117 12.052246 0.232781 0.496489 0.084147 0.020631 -1265.924782 0 1 0 0 0 0
5.139757 13.257471 0.255000 0.672944 0.136742 0.033842 -1266.860505 0 1 0 0 0 0
5.151973 14.462695 0.276865 0.843533 0.189087 0.044381 -1267.285566 0 1 0 0 0 0
5.165154 15.667920 0.298408 1.032191 0.247786 0.055353 -1267.442715 0 1 0 0 0 0
5.179478 16.873145 0.319587 1.173930 0.285088 0.060969 -1267.294918 0 1 0 0 0 0
5.193786 18.078369 0.340531 1.146643 0.260775 0.054409 -1266.912773 0 1 0 0 0 0
5.208228 19.283594 0.361221 1.123864 0.227025 0.045077 -1266.665290 0 1 0 0 0 0
5.223483 20.488819 0.381559 1.235109 0.216250 0.031793 -1266.299647 0 1 0 0 0 0
5.240852 21.694043 0.401330 1.385292 0.230593 0.022818 -1265.697146 0 1 0 0 0 0
5.257026 22.899268 0.421024 1.630431 0.266079 0.009258 -1264.991738 0 1 0 0 0 0
5.275134 24.104492 0.440146 1.838494 0.293761 -0.005207 -1264.561706 0 1 0 0 0 0
5.295113 25.309717 0.458672 1.973871 0.309597 -0.016226 -1263.882738 0 1 0 0 0 0
5.314187 26.514942 0.477070 2.031987 0.303253 -0.026951 -1262.678032 0 1 0 0 0 0
5.331355 27.720165 0.495548 2.096565 0.306781 -0.035774 -1261.300846 0 1 0 0 0 0
5.348380 28.947317 0.514197 2.117224 0.301106 -0.043931 -1259.956878 0 1 0 0 0 0
5.365641 30.130616 0.531778 1.878841 0.233170 -0.047441 -1259.071594 0 1 0 0 0 0
