r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.195618 -15.667920 -0.294919 0.692636 -0.099856 0.002217 -1269.303413 0 1 0 0 0 0
5.177023 -14.462695 -0.274192 0.674441 -0.099538 0.004497 -1269.102828 0 1 0 0 0 0
5.164587 -13.257471 -0.252554 0.675183 -0.098355 0.007141 -1269.127998 0 1 0 0 0 0
5.149523 -12.052246 -0.230940 0.625982 -0.089717 0.008495 -1269.428974 0 1 0 0 0 0
5.133507 -10.847022 -0.209145 0.560727 -0.081940 0.009281 -1269.514673 0 1 0 0 0 0
5.119512 -9.641797 -0.186924 0.518405 -0.076438 0.009274 -1268.897104 0 1 0 0 0 0
5.108241 -8.436572 -0.164282 0.443765 -0.065091 0.008033 -1267.642404 0 1 0 0 0 0
5.098866 -7.231348 -0.141331 0.272726 -0.024879 0.002905 -1266.670567 0 1 0 0 0 0
5.092333 -6.026123 -0.118078 0.194109 -0.000264 0.000454 -1266.268717 0 1 0 0 0 0
5.087232 -4.820898 -0.094652 0.210696 -0.002717 0.001497 -1265.710322 0 1 0 0 0 0
5.084489 -3.615674 -0.071066 0.270790 -0.006133 0.003198 -1264.995486 0 1 0 0 0 0
5.083575 -2.410449 -0.047394 0.341580 -0.004424 0.005162 -1264.278898 0 1 0 0 0 0
5.083267 -1.205225 -0.023700 0.377867 0.001648 0.006189 -1263.582337 0 1 0 0 0 0
5.079696 -0.000612 -0.000012 -0.000633 -0.000000 0.000000 -1262.955926 0 1 0 0 0 0
5.081896 1.205225 0.023713 0.319310 0.014983 0.003420 -1263.466762 0 1 0 0 0 0
5.082627 2.410449 0.047412 0.282608 0.017546 0.002123 -1263.890125 0 1 0 0 0 0
5.086344 3.615674 0.071014 0.224835 0.011876 0.000098 -1264.211441 0 1 0 0 0 0
5.092173 4.820898 0.094469 0.117970 -0.003758 -0.001986 -1264.705804 0 1 0 0 0 0
5.099029 6.026123 0.117768 0.013613 -0.016897 -0.001481 -1265.473351 0 1 0 0 0 0
5.105672 7.231348 0.140954 0.005179 -0.019056 0.000601 -1266.176733 0 1 0 0 0 0
5.110113 8.436572 0.164161 -0.008709 -0.017276 0.002256 -1266.962891 0 1 0 0 0 0
5.114806 9.641797 0.187269 -0.009558 -0.017223 0.002691 -1268.052918 0 1 0 0 0 0
5.118540 10.847022 0.210370 0.386178 0.057243 0.013325 -1269.095359 0 1 0 0 0 0
5.126991 12.052246 0.232974 0.589066 0.111038 0.025711 -1270.582341 0 1 0 0 0 0
5.137558 13.257471 0.255219 0.756558 0.162349 0.035981 -1271.544263 0 1 0 0 0 0
5.149370 14.462695 0.277145 0.939452 0.219866 0.046883 -1272.222652 0 1 0 0 0 0
5.163207 15.667920 0.298633 1.095253 0.264596 0.055576 -1272.562468 0 1 0 0 0 0
5.178830 16.873145 0.319667 1.214656 0.286381 0.058677 -1272.418080 0 1 0 0 0 0
5.193688 18.078369 0.340544 1.293896 0.280045 0.052544 -1271.848225 0 1 0 0 0 0
5.206527 19.283594 0.361457 1.256503 0.229578 0.033434 -1271.279535 0 1 0 0 0 0
5.221154 20.488819 0.381900 1.264549 0.200861 0.016984 -1271.072945 0 1 0 0 0 0
5.238978 21.694043 0.401618 1.423500 0.227879 0.011155 -1270.517100 0 1 0 0 0 0
5.255087 22.899268 0.421335 1.669698 0.264808 -0.001571 -1269.995542 0 1 0 0 0 0
5.273986 24.104492 0.440337 1.858248 0.291084 -0.012171 -1269.635572 0 1 0 0 0 0
5.294264 25.309717 0.458819 1.969314 0.301207 -0.020812 -1268.837904 0 1 0 0 0 0
5.313063 26.514942 0.477272 2.006462 0.288001 -0.031080 -1267.571710 0 1 0 0 0 0
5.329990 27.720166 0.495802 2.061481 0.287604 -0.040211 -1266.225489 0 1 0 0 0 0
5.346603 28.925391 0.514149 2.110484 0.288835 -0.048856 -1264.910203 0 1 0 0 0 0
5.361721 30.130616 0.532556 1.984904 0.248917 -0.054394 -1263.865407 0 1 0 0 0 0
