r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.029248 -1.291677 -0.464904 0.019698 -0.000566 -0.000001 -175.108437 0 1 0 0 0 0
2.994326 -1.192317 -0.439210 0.016770 -0.000443 -0.000001 -176.638431 0 1 0 0 0 0
2.982231 -1.092958 -0.405882 0.014930 -0.000457 0.000005 -178.484279 0 1 0 0 0 0
2.971942 -0.993598 -0.371543 0.012725 -0.000427 0.000008 -181.648244 0 1 0 0 0 0
2.947933 -0.894238 -0.339857 0.010496 -0.000339 0.000006 -185.330000 0 1 0 0 0 0
2.921896 -0.794878 -0.307503 0.008345 -0.000235 0.000003 -187.986645 0 1 0 0 0 0
2.900100 -0.695518 -0.273125 0.006285 -0.000142 0.000001 -189.773199 0 1 0 0 0 0
2.882255 -0.596159 -0.237015 0.004359 -0.000067 0.000000 -190.878086 0 1 0 0 0 0
2.868120 -0.496799 -0.199464 0.002625 -0.000016 -0.000000 -191.447610 0 1 0 0 0 0
2.857390 -0.397439 -0.160772 0.001199 0.000008 -0.000000 -191.586403 0 1 0 0 0 0
2.849720 -0.298079 -0.121229 0.000305 0.000010 -0.000000 -191.374907 0 1 0 0 0 0
2.844943 -0.198720 -0.081091 0.000076 0.000002 -0.000000 -190.903091 0 1 0 0 0 0
2.842534 -0.099360 -0.040614 -0.000001 0.000000 0.000000 -190.477176 0 1 0 0 0 0
2.841823 -0.000000 -0.000000 -0.000002 -0.000000 -0.000000 -190.332711 0 1 0 0 0 0
2.842550 0.099360 0.040614 0.000018 -0.000000 -0.000000 -190.483938 0 1 0 0 0 0
2.844587 0.198720 0.081111 0.000005 -0.000001 -0.000000 -190.928409 0 1 0 0 0 0
2.847922 0.298079 0.121382 -0.000121 -0.000006 -0.000000 -191.656339 0 1 0 0 0 0
2.852899 0.397439 0.161279 -0.000596 -0.000018 -0.000000 -192.611597 0 1 0 0 0 0
2.859739 0.496799 0.200635 -0.000887 -0.000040 -0.000000 -193.678162 0 1 0 0 0 0
2.868116 0.596159 0.239358 -0.000147 -0.000063 -0.000001 -194.579257 0 1 0 0 0 0
2.878329 0.695518 0.277272 0.000931 -0.000085 -0.000002 -195.205823 0 1 0 0 0 0
2.890224 0.794878 0.314280 0.002155 -0.000107 -0.000003 -195.513111 0 1 0 0 0 0
2.903588 0.894238 0.350317 0.003467 -0.000129 -0.000005 -195.450553 0 1 0 0 0 0
2.918235 0.993598 0.385344 0.004819 -0.000152 -0.000007 -194.977487 0 1 0 0 0 0
2.934014 1.092958 0.419332 0.006178 -0.000178 -0.000009 -194.060814 0 1 0 0 0 0
2.950804 1.192317 0.452262 0.007520 -0.000208 -0.000012 -192.673273 0 1 0 0 0 0
2.968512 1.291677 0.484122 0.008831 -0.000243 -0.000016 -190.792234 0 1 0 0 0 0
2.987070 1.391037 0.514904 0.010103 -0.000285 -0.000020 -188.398549 0 1 0 0 0 0
3.006429 1.490397 0.544601 0.011336 -0.000332 -0.000024 -185.475113 0 1 0 0 0 0
3.026572 1.589756 0.573201 0.012536 -0.000387 -0.000029 -182.004867 0 1 0 0 0 0
3.047508 1.689116 0.600687 0.013713 -0.000448 -0.000034 -177.968216 0 1 0 0 0 0
3.069284 1.788476 0.627029 0.014880 -0.000515 -0.000039 -173.340083 0 1 0 0 0 0
3.091976 1.887836 0.652185 0.016047 -0.000589 -0.000044 -168.086948 0 1 0 0 0 0
3.115680 1.987196 0.676104 0.017223 -0.000670 -0.000050 -162.164162 0 1 0 0 0 0
3.140505 2.086555 0.698730 0.018410 -0.000757 -0.000057 -155.513631 0 1 0 0 0 0
3.166558 2.185915 0.720008 0.019605 -0.000854 -0.000063 -148.061759 0 1 0 0 0 0
3.193942 2.285275 0.739883 0.020798 -0.000962 -0.000071 -139.717599 0 1 0 0 0 0
3.222769 2.384635 0.758302 0.021972 -0.001085 -0.000079 -130.371566 0 1 0 0 0 0
3.253166 2.483994 0.775205 0.023099 -0.001230 -0.000090 -119.895647 0 1 0 0 0 0
